id,name,type,typeLabel,kind,camp,campLabel,chapters,chapterStart,chapterEnd,chapterCount,degree,score,isTrunk,aliases,description
event:c023:event_niheng_recommendation,孔融薦禰衡,event,主幹情節,story,neutral,情節,23,23,23,1,6,47,true,,孔融稱禰衡才高，奏薦於天子；曹操後欲使禰衡往荊州說劉表。
event:c023:event_niheng_death,禰衡江夏遇害,event,主幹情節,story,neutral,情節,23,23,23,1,6,46,true,,禰衡至荊州見劉表，劉表遣其見黃祖；黃祖醉後斬禰衡，劉表命葬鸚鵡洲。
event:c023:event_dongcheng_jiping_oath,董承吉平定毒計,event,主幹情節,story,neutral,情節,23,23,23,1,6,35,true,,董承病中洩露除曹心事，吉平咬指為誓，觀看衣帶詔後提出趁治頭風以毒藥殺曹。
event:c023:event_dongcheng_plot_exposed,董承密謀敗露,event,主幹情節,story,neutral,情節,23,23,23,1,6,35,true,,曹操以秦慶童對證，監禁董承全家與王子服等，並以詔狀示謀士，商議廢獻帝。
event:c023:event_hansong_mission,韓嵩赴許都,event,主幹情節,story,neutral,情節,23,23,23,1,6,34,true,,韓嵩勸劉表附曹，奉命赴許都觀察；曹操授官後遣回，韓嵩勸劉表遣子入侍，險被處斬而得赦。
event:c023:event_niheng_insults,禰衡裸衣罵曹,event,主幹情節,story,neutral,情節,23,23,23,1,5,32,false,,禰衡在曹操前裸衣擊鼓，又在送行時辱罵曹操文武，荀彧阻眾人殺之。
event:c024:ev_008,小沛劫寨失敗,event,主幹情節,story,neutral,情節,24,24,24,1,5,68,true,,劉備、張飛分兵夜襲曹寨，張飛率輕騎突入，曹軍伏兵應戰，劉備敗走並失去從騎。
event:c024:ev_003,曹操議除馬騰劉備,event,主幹情節,story,neutral,情節,24,24,24,1,8,57,true,,曹操認為馬騰、劉備仍須除去，程昱建議誘馬騰入京師，郭嘉支持東征劉備。
event:c024:ev_011,議取下邳並收降關公,event,主幹情節,story,neutral,情節,24,24,24,1,7,56,true,,曹操議取下邳，知關公守護劉備妻小，欲收其為己用；程昱提出使關公進退無路後用文遠說降。
event:c024:ev_004,孫乾赴河北求援,event,主幹情節,story,neutral,情節,24,24,24,1,6,52,true,,劉備遣孫乾赴河北求袁紹救援，孫乾先見田豐，由田豐引入見袁紹呈書。
event:c024:ev_005,田豐勸襲許昌而袁紹拒援,event,主幹情節,story,neutral,情節,24,24,24,1,5,49,true,,田豐勸袁紹趁曹操東征、許昌空虛時出兵，但袁紹因幼子病重不肯發兵。
event:c024:ev_009,劉備敗投袁紹,event,主幹情節,story,neutral,情節,24,24,24,1,5,49,true,,劉備敗後奔至青州，袁譚接待並派兵護送，袁紹親自出迎並接納劉備。
event:c024:ev_006,張飛獻劫寨策,event,主幹情節,story,neutral,情節,24,24,24,1,4,47,true,,孫乾回報求援失敗後，張飛建議趁曹兵遠來困乏先劫曹寨，劉備採納。
event:c024:ev_010,曹操取小沛與徐州,event,主幹情節,story,neutral,情節,24,24,24,1,6,46,true,,曹操取小沛後進兵攻徐州，糜竺、簡雍守不住棄城，陳登獻徐州，曹操入城安民。
event:c025:evt_025_10,顏良攻白馬並連勝曹將,event,主幹情節,story,neutral,情節,25,25,25,1,13,83,true,,袁紹遣顏良為先鋒攻白馬，劉延告急；曹操出兵，宋憲、魏續被斬，徐晃敗歸。
event:c025:evt_025_08,曹操贈赤兔馬,event,主幹情節,story,neutral,情節,25,25,25,1,4,77,true,,曹操見關公馬瘦，將呂布舊騎赤兔馬贈與關公；關公言得馬可速尋劉備。
event:c025:evt_025_11,程昱薦關公破顏良,event,主幹情節,story,neutral,情節,25,25,25,1,7,73,true,,曹操憂顏良勇猛，程昱薦關公出戰，並指出此舉可使袁紹疑劉備。
event:c025:evt_025_07,舊袍與美髯公稱號,event,主幹情節,story,neutral,情節,25,25,25,1,5,68,true,,曹操贈新袍，關公仍以劉備舊袍罩上；後因長髯得獻帝稱為美髯公。
event:c025:evt_025_12,關公白馬斬顏良,event,主幹情節,story,neutral,情節,25,25,25,1,7,67,true,,關公提青龍刀、騎赤兔馬衝入河北軍陣，斬顏良取首級，曹軍乘勢攻擊。
event:c025:evt_025_13,袁紹疑劉備通謀,event,主幹情節,story,neutral,情節,25,25,25,1,4,66,true,,顏良敗軍回報斬將者似劉備之弟關雲長，袁紹怒疑劉備通謀，命刀斧手推出欲斬。
event:c025:evt_025_06,許昌厚待關公,event,主幹情節,story,neutral,情節,25,25,25,1,6,53,true,,曹操引關公朝見獻帝，關公受偏將軍；曹操宴待贈物，關公多轉給二嫂。
event:c025:evt_025_03,下邳失守,event,主幹情節,story,neutral,情節,25,25,25,1,6,52,true,,劉備降兵偷開下邳城門，曹操親率大軍入城，舉火惑亂關公。
event:c026:evt_yuan_wants_kill_liubei_1,袁紹初疑劉備,event,主幹情節,story,neutral,情節,26,26,26,1,4,77,true,,袁紹因顏良被關羽所殺而欲斬劉備，劉備以徐州失散、未明關羽存否辯解。
event:c026:evt_sunqian_secret_report,孫乾密報劉備消息,event,主幹情節,story,neutral,情節,26,26,26,1,8,76,true,,關羽營外拿住細作，認出孫乾；孫乾告知劉備在袁紹處，劉闢、龔都歸袁攻曹。
event:c026:evt_zhangliao_probe,張遼探關羽意,event,主幹情節,story,neutral,情節,26,26,26,1,7,73,true,,於禁探知劉備在河北報曹操，曹操命張遼試探關羽；關羽表明與劉備是主臣之義。
event:c026:evt_yuan_wants_kill_liubei_2,袁紹再欲斬劉備,event,主幹情節,story,neutral,情節,26,26,26,1,6,71,true,,郭圖、審配指稱劉備佯裝不知，袁紹大怒又命斬劉備；劉備辯稱曹操借關羽殺將離間。
event:c026:evt_runan_request,關羽請征汝南,event,主幹情節,story,neutral,情節,26,26,26,1,8,71,true,,汝南黃巾劉闢、龔都猖獗，曹洪求救；關羽請戰，曹操撥五萬兵，以於禁、樂進為副。
event:c026:evt_cao_returns_xudu,曹操回許都賀功,event,主幹情節,story,neutral,情節,26,26,26,1,7,67,true,,袁紹退武陽，曹操命夏侯惇守官渡隘口，自己班師許都宴賀關羽之功，並說明餌敵之計。
event:c026:evt_yanjin_victory,關羽斬文醜,event,主幹情節,story,neutral,情節,26,26,26,1,6,53,true,,曹軍反擊文醜軍，張遼、徐晃追擊失利，關羽突至斬殺文醜，曹操奪回糧草馬匹。
event:c026:evt_family_learns_liubei,二夫人得知劉備在河北,event,主幹情節,story,neutral,情節,26,26,26,1,6,52,true,,關羽回許昌後，甘夫人詢問劉備音信；老軍漏言後，關羽向二夫人承認劉備在河北。
event:c027:event_sungan_report,孫乾報信改道汝南,event,主幹情節,story,neutral,情節,27,27,27,1,8,58,true,,孫乾告知關公，劉闢、龔都復奪汝南，劉備已脫身往汝南，關公遂不投河北而改道。
event:c027:event_caocao_farewell,曹操送行贈袍,event,主幹情節,story,neutral,情節,27,27,27,1,7,57,true,,曹操遣張遼留住關公，率諸將送行；關公疑有變，不下馬，以青龍刀挑錦袍受贈後北去。
event:c027:battle_wuguan,五關斬六將,event,主幹情節,story,neutral,情節,27,27,27,1,12,50,true,,關公護送二夫人歷東嶺關、洛陽、汜水關、滎陽、黃河渡口五處，斬孔秀、孟坦、韓福、卞喜、王植、秦琪六將。
event:c027:event_fengjin_guayin,封金掛印辭曹,event,主幹情節,story,neutral,情節,27,27,27,1,2,42,true,,關公拜書告辭，封還曹操金印財物，表明去尋劉備。
event:c027:battle_yingyang,滎陽館驛縱火未遂,event,主幹情節,story,neutral,情節,27,27,27,1,6,34,true,,王植命胡班三更火燒館驛；胡班見關公與胡華書信後密告開門，關公出城斬王植。
event:c027:battle_huanghe,黃河渡口斬秦琪,event,主幹情節,story,neutral,情節,27,27,27,1,6,34,true,,關公經滑州至黃河渡口，秦琪奉令阻渡，被關公一合斬殺，關公遂護二夫人渡河。
event:c027:battle_luoyang,洛陽斬韓福孟坦,event,主幹情節,story,neutral,情節,27,27,27,1,5,32,false,,韓福與孟坦設佯敗暗箭之計，孟坦被追斬，韓福射中關公左臂後亦被斬。
event:c027:event_huhua_letter,胡華留宿託書,event,主幹情節,story,neutral,情節,27,27,27,1,4,30,false,,關公與二夫人夜宿村莊，胡華款待並託關公帶書給胡班。
event:c028:event_old_city_reunion,古城主臣聚義,event,主幹情節,story,neutral,情節,28,28,28,1,10,102,true,,劉備、關公、張飛、趙雲及孫乾、簡雍、糜氏兄弟、關平、周倉等在古城重聚。
event:c028:event_send_chen_zhen,袁紹遣陳震結孫策,event,主幹情節,story,neutral,情節,28,28,28,1,7,73,true,,袁紹見劉備不返而怒，郭圖勸其先結孫策共攻曹操，袁紹派陳震為使。
event:c028:event_liu_escape_yuan,劉備脫袁紹,event,主幹情節,story,neutral,情節,28,28,28,1,8,70,true,,孫乾報信後，劉備與簡雍定計，以往荊州說劉表共攻曹操為名離開袁紹。
event:c028:battle_zhao_yun_pei_yuanshao,臥牛山遇趙雲,event,主幹情節,story,neutral,情節,28,28,28,1,5,69,true,,趙雲在臥牛山刺死裴元紹、收其眾；劉備認出趙雲，趙雲投隨。
event:c028:event_runan_search,關公探汝南尋劉備,event,主幹情節,story,neutral,情節,28,28,28,1,6,53,true,,關公與孫乾到汝南，得知劉備因兵少又往河北袁紹處。
event:c028:event_xiahou_pursuit,夏侯惇追關公,event,主幹情節,story,neutral,情節,28,28,28,1,5,51,true,,夏侯惇領三百餘騎追關公，曹操使者與張遼持公文勸止，最終放行。
event:c028:event_mi_brothers_arrive,糜竺糜芳到古城,event,主幹情節,story,neutral,情節,28,28,28,1,5,51,true,,糜竺、糜芳至古城與張飛相見，二夫人入城說明關公經歷。
event:c028:event_guan_ding_manor,關定莊相會得關平,event,主幹情節,story,neutral,情節,28,28,28,1,5,51,true,,關公在關定莊停留，劉備來會；關定遣次子關平隨關公。
event:c029:event_zhuge_jin_policy,諸葛瑾勸絕袁順曹,event,主幹情節,story,neutral,情節,29,29,29,1,7,92,true,,魯肅推薦諸葛瑾，孫權拜為上賓；諸葛瑾勸孫權勿通袁紹、且順曹操，孫權依言遣陳震回絕袁紹。
event:c029:event_sun_ce_succession,孫策臨終託孤,event,主幹情節,story,neutral,情節,29,29,29,1,6,71,true,,孫策自知不起，將印綾付孫權，囑孫權守父兄基業，內問張昭、外問周瑜，並囑喬夫人轉告周瑜輔佐。
event:c029:event_lu_su_recruitment,周瑜薦魯肅,event,主幹情節,story,neutral,情節,29,29,29,1,4,65,true,,周瑜為孫權推薦魯肅，親往延攬；魯肅原欲往巢湖，經周瑜勸說後投東吳，受孫權禮遇。
event:c029:event_xu_gong_death,許貢密書事泄被殺,event,主幹情節,story,neutral,情節,29,29,29,1,6,52,true,,許貢暗遣使上書曹操，建議召孫策入京；書信被防江將士截獲後，孫策殺使者並絞殺許貢。
event:c029:event_zhou_yu_return,周瑜奔喪歸吳,event,主幹情節,story,neutral,情節,29,29,29,1,6,51,true,,周瑜聞孫策受傷，自巴丘提兵回吳；將至吳郡聞孫策已亡，星夜奔喪並向孫權效忠。
event:c029:event_cao_titles_sun_quan,曹操奏封孫權,event,主幹情節,story,neutral,情節,29,29,29,1,5,49,true,,曹操聞孫策已死欲下江南，張纮諫止，曹操採納後奏封孫權為將軍、兼領會稽太守。
event:c029:event_yu_ji_arrest,孫策囚於吉,event,主幹情節,story,neutral,情節,29,29,29,1,6,35,true,,孫策見將吏百姓拜於吉，斥其為妖人煽惑，張昭、陳震、吳太夫人雖勸阻，仍將於吉下獄。
event:c029:event_yu_ji_haunting,於吉幻影驚孫策,event,主幹情節,story,neutral,情節,29,29,29,1,6,34,true,,於吉死後屍首消失，孫策在內宅、玉清觀、府門、寨中與鏡中屢見其影，最終金瘡迸裂昏絕。
event:c030:evt_03_first_battle,官渡初戰曹軍敗退,event,主幹情節,story,neutral,情節,30,30,30,1,9,74,true,,曹袁兩軍列陣交戰，審配伏弩箭齊發，曹軍抵敵不住退至官渡。
event:c030:evt_01_yuan_cao_guandu,袁紹進兵官渡，曹操起軍迎敵,event,主幹情節,story,neutral,情節,30,30,30,1,6,64,true,,袁紹興兵向官渡進發；夏侯惇告急後，曹操率七萬軍迎敵，留荀彧守許都。
event:c030:evt_15_yuan_final_rout,曹操疑兵分袁軍後八路破紹,event,主幹情節,story,neutral,情節,30,30,30,1,9,59,true,,曹軍揚言取鄒郡、黎陽，袁紹急派袁譚、辛明分兵；曹操探知兵動後八路齊出，袁軍大潰。
event:c030:evt_13_guotu_attack_camp,郭圖主張攻曹營，蔣奇救烏巢被斬,event,主幹情節,story,neutral,情節,30,30,30,1,6,54,true,,烏巢火起後，郭圖主張攻曹營；袁紹派張郃、高覽攻曹營、蔣奇救烏巢。曹操偽裝回軍，張遼斬蔣奇。
event:c030:evt_14_zhanggao_surrender,張郃高覽降曹受封,event,主幹情節,story,neutral,情節,30,30,30,1,5,51,true,,張郃、高覽攻曹營失利後遭郭圖讒害，遂領本部投降曹操；曹操封二人為偏將軍並賜侯爵。
event:c030:evt_09_xuyou_rejected_defects,許攸獻襲許昌計被拒後投曹,event,主幹情節,story,neutral,情節,30,30,30,1,5,50,true,,許攸獲曹操催糧書信，勸袁紹襲許昌；袁紹怒斥不納，許攸遂投曹操。
event:c030:evt_04_tushan_and_counter,袁軍築土山，曹操以霹靂車破之,event,主幹情節,story,neutral,情節,30,30,30,1,4,48,true,,審配築土山高櫓射曹營；劉曄獻發石車，曹操造霹靂車擊退弓箭手。
event:c030:evt_17_jushou_death,沮授被擒拒降而死,event,主幹情節,story,neutral,情節,30,30,30,1,4,47,true,,袁紹敗走後，沮授被曹軍擒獲，拒降曹操；曹操厚待之，沮授盜馬欲歸袁氏，終被曹操殺而葬於黃河渡口。
event:c031:event_rangshan_battle,穰山初戰,event,主幹情節,story,neutral,情節,31,31,31,1,10,118,true,,劉備欲襲許都，於穰山下寨；劉備朗誦衣帶詔，趙雲戰許褚，關羽、張飛兩翼衝突，曹軍大敗。
event:c031:event_liu_bei_hanjiang_jingzhou,漢江敗走與投荊州,event,主幹情節,story,neutral,情節,31,31,31,1,8,106,true,,劉備敗軍不滿一千奔至漢江，孫乾等保護老小；後劉備入見劉表，劉表接納其入荊州居住。
event:c031:event_guan_yu_rejoins,關羽會合張飛,event,主幹情節,story,neutral,情節,31,31,31,1,8,77,true,,關羽、關平、週倉率三百軍到，與趙雲合力殺退張郃；後關羽尋得張飛，殺退樂進，同回見劉備。
event:c031:event_runan_rescue_split,汝南分兵救援,event,主幹情節,story,neutral,情節,31,31,31,1,7,74,true,,龔都運糧被曹軍圍住，劉備派張飛救援；夏侯惇襲汝南，劉備又遣關羽救之，兩軍皆被圍。
event:c031:event_yuan_shang_requests_command,袁尚請兵迎曹,event,主幹情節,story,neutral,情節,31,31,31,1,7,66,true,,袁紹病稍愈欲攻許都，審配勸深溝高壘；聞曹操進兵官渡後，袁尚以父病未癒為由請兵迎敵。
event:c031:event_liu_pi_zhao_yun_rescue,劉闢戰死與趙雲救主,event,主幹情節,story,neutral,情節,31,31,31,1,9,62,true,,劉闢護送劉備家小，遇張郃、高覽截路；劉闢被高覽殺，趙雲趕到殺敗高覽並擊退張郃。
event:c031:event_cangting_ambush,十面埋伏破袁,event,主幹情節,story,neutral,情節,31,31,31,1,8,59,true,,程昱獻十面埋伏，曹操命許褚偽作劫寨，引袁紹追至河上，十隊伏兵連環截殺，袁軍大敗。
event:c031:event_tushan_breakout,土山突圍,event,主幹情節,story,neutral,情節,31,31,31,1,7,56,true,,劉備夜撤後在土山遭曹軍伏擊，趙雲殺開道路，許褚、於禁、李典追至，劉備單騎逃生。
event:c032:ev_guojia_south_strategy,郭嘉勸南征待變,event,主幹情節,story,neutral,情節,32,32,32,1,7,49,true,,曹操攻冀州不下，郭嘉指出袁氏廢長立幼必相爭，建議南向荊州討劉表以候其變。
event:c032:ev_caopi_enters_yuan_house,曹丕入袁紹家,event,主幹情節,story,neutral,情節,32,32,32,1,4,47,true,,曹丕在曹操破冀州時先領隨身軍入袁紹家，違禁入後堂，見兩婦人相抱而哭。
event:c032:ev_yuanshang_west_mountain_rout,袁尚西山濫口潰敗,event,主幹情節,story,neutral,情節,32,32,32,1,10,46,true,,袁尚由陽平亭接應冀州失利後退西山，馬延、張類被二呂招降，糧道遭斷；袁尚夜走濫口又中伏，只得遣陰夔請降，後被曹軍劫寨逃中山。
event:c032:ev_xinpi_requests_cao,辛毗替袁譚求曹援,event,主幹情節,story,neutral,情節,32,32,32,1,9,44,true,,郭圖勸袁譚遣人降曹誘攻冀州，辛毗星夜持書至曹營；荀攸主張趁袁氏兄弟相攻而取之。
event:c032:ev_fake_surrender_failed,白旗詐降接應失敗,event,主幹情節,story,neutral,情節,32,32,32,1,7,38,true,,李孚入冀州獻白旗詐降計，曹操識破並令張遼、徐晃伏擊，城中兵敗退。
event:c032:ev_lu_brothers_defect,二呂降曹與曹操許婚,event,主幹情節,story,neutral,情節,32,32,32,1,7,37,true,,袁尚退軍時命呂曠、呂翔斷後，二人受袁譚勸降後見曹操；曹操許女婚袁譚，封二呂列侯。
event:c032:ev_maocheng_handan_taken,曹操取毛城邯鄲,event,主幹情節,story,neutral,情節,32,32,32,1,6,36,true,,袁尚令尹楷屯毛城、鷂守邯鄲；曹操進兵，許褚斬尹楷，張遼射落鷂，兩處皆破。
event:c032:ev_zhanghe_floods_jizhou,決漳河灌冀州,event,主幹情節,story,neutral,情節,32,32,32,1,6,34,true,,許攸獻計決漳河水攻冀州，曹操夜掘壕塹引漳水入城，城中水深數尺且糧絕。
event:c033:event_liubiao_refuses_yuantan,劉備勸劉表不救袁譚,event,主幹情節,story,neutral,情節,33,33,33,1,4,48,true,,袁譚求救劉表，劉表問劉備；劉備判斷袁氏兄弟必敗，勸其養兵自守。
event:c033:event_jizhou_settled,曹操定冀州,event,主幹情節,story,neutral,情節,33,33,33,1,4,47,true,,曹操入冀州，祭袁紹，賜劉氏財糧，免河北居民租賦，並自領冀州牧。
event:c033:event_three_routes_youzhou,三路攻幽州,event,主幹情節,story,neutral,情節,33,33,33,1,9,44,true,,郭嘉建議用袁氏降將，曹操派焦觸、張南、呂曠、呂翔、馬延、張顗分三路進攻幽州。
event:c033:event_huguan_battle,壺關詐降破高幹,event,主幹情節,story,neutral,情節,33,33,33,1,9,43,true,,荀攸獻詐降計，呂曠、呂翔誘高幹夜襲曹寨；伏兵四起，樂進、李典奪壺關。
event:c033:event_bailangshan_battle,白狼山破烏桓,event,主幹情節,story,neutral,情節,33,33,33,1,8,42,true,,田疇引張遼至白狼山，曹操見蹋頓兵亂，授麾張遼；張遼率許褚、於禁、徐晃急攻，斬蹋頓。
event:c033:event_yuantan_yuanshang_conflict,袁譚攻袁尚,event,主幹情節,story,neutral,情節,33,33,33,1,8,38,true,,袁譚劫掠多地後攻袁尚，袁尚逃往幽州投袁熙；袁譚又拒曹操徵召。
event:c033:event_nanpi_battle,南皮之戰,event,主幹情節,story,neutral,情節,33,33,33,1,7,38,true,,曹操圍南皮，徐晃斬彭安；袁譚採郭圖驅民前鋒之策出戰，最終曹洪殺袁譚，樂進射郭圖。
event:c033:event_liaodong_settled,公孫康殺二袁定遼東,event,主幹情節,story,neutral,情節,33,33,33,1,6,35,true,,袁熙、袁尚投遼東並密謀殺公孫康；公孫康依公孫恭之議伏刀斧手殺二袁，獻首曹操，正合郭嘉遺計。
event:c034:battle_jiangxia,江夏平叛,event,主幹情節,story,neutral,情節,34,34,34,1,10,101,true,,張武、陳孫在江夏造反，劉備奉劉表命率三萬軍討伐；趙雲殺張武奪馬，張飛殺陳孫，劉備招安餘黨、平復諸縣。
event:c034:event_xiangyang_feast,襄陽會設伏,event,主幹情節,story,neutral,情節,34,34,34,1,12,70,true,,蔡瑁與蔡夫人借襄陽大會再謀劉備；趙雲率三百軍護送，蔡瑁與蒯越安排蔡勳守把、文聘王威設外席牽制趙雲，並伏五百軍待半酣下手。
event:c034:event_xuchang_proposal,劉備建議襲許昌,event,主幹情節,story,neutral,情節,34,34,34,1,7,54,true,,曹操北征時，劉備勸劉表乘許昌空虛，以荊襄之眾襲取；劉表以坐據九郡足矣拒絕，後聞曹操自柳城回而後悔。
event:c034:event_tanxi_leap,劉備躍馬過檀溪,event,主幹情節,story,neutral,情節,34,34,34,1,5,50,true,,劉備逃出西門後被蔡瑁五百軍追至檀溪，的盧先陷水中，後一躍三丈飛上西岸，使劉備脫險；趙雲隨後率三百軍趕來。
event:c034:event_tongque,銅雀築台,event,主幹情節,story,neutral,情節,34,34,34,1,8,39,true,,曹操掘得銅雀，荀攸解為吉兆；曹植建議三台並立，曹操遂在漳河築銅雀台，留曹植、曹丕督造。
event:c034:event_caimao_first_plot,蔡瑁館舍謀害與反詩誣陷,event,主幹情節,story,neutral,情節,34,34,34,1,7,37,true,,蔡夫人密召蔡瑁商議，蔡瑁欲先在館舍殺劉備；伊籍夜報使劉備逃回新野。蔡瑁未及下手，便題反詩於壁誣告劉備。
event:c034:event_dilu_transfer,的盧轉贈與警告,event,主幹情節,story,neutral,情節,34,34,34,1,5,32,false,,劉備將張武之馬送給劉表；蒯越識其為的盧並稱妨主，劉表遂還馬；伊籍又提醒劉備不可乘。
event:c034:event_cao_strategy_delay,曹操暫緩南征,event,主幹情節,story,neutral,情節,34,34,34,1,4,29,false,,曹操回許都後欲南征劉表，荀彧以大軍新回為由勸其待半年養精蓄銳，曹操採納並分兵屯田。
event:c035:ch35_battle_xinye_lu,新野破二呂之戰,event,主幹情節,story,neutral,情節,35,35,35,1,9,98,true,,單福定三路計，劉備採納；趙雲殺呂曠，關羽截擊呂翔，張飛刺死呂翔，曹軍大敗。
event:c035:ch35_event_return_xinye,玄德歸新野,event,主幹情節,story,neutral,情節,35,35,35,1,5,86,true,,趙雲尋至水鏡莊，催劉備速回新野；途中又與關羽、張飛會合。
event:c035:ch35_event_caimao_chase,蔡瑁追玄德,event,主幹情節,story,neutral,情節,35,35,35,1,6,52,true,,襄陽席上劉備不見，蔡瑁引軍西追；趙雲率三百軍追出，質問蔡瑁並尋主未得。
event:c035:ch35_event_cao_tun_fancheng,曹軍屯樊城,event,主幹情節,story,neutral,情節,35,35,35,1,8,51,true,,曹操自冀州回許都後欲取荊州，派曹仁、李典與呂曠、呂翔等領三萬兵屯樊城。
event:c035:ch35_event_meet_shuijing,玄德南漳逢水鏡,event,主幹情節,story,neutral,情節,35,35,35,1,4,48,true,,劉備往南漳途中遇牧童，入草堂拜見水鏡先生；水鏡看出其逃難，談及伏龍鳳雛。
event:c035:ch35_event_letter_rebuke,劉表責蔡瑁,event,主幹情節,story,neutral,情節,35,35,35,1,6,47,true,,孫乾依議送書至荊州，告蔡瑁害劉備；劉表怒欲斬蔡瑁，蔡夫人求情，孫乾勸免，遂責而釋之。
event:c035:ch35_event_lu_attack,二呂攻新野,event,主幹情節,story,neutral,情節,35,35,35,1,6,34,true,,呂曠、呂翔向曹仁請五千兵，欲取劉備首級以獻曹操，遂往新野廝殺。
event:c035:ch35_event_liuqi_appeal,劉琦求教避禍,event,主幹情節,story,neutral,情節,35,35,35,1,4,29,false,,劉琦奉命赴新野請罪，席間墮淚，向劉備訴說繼母蔡氏謀害之憂。
event:c036:event_liu_bei_adopts_liu_feng,劉備收劉封為義子,event,主幹情節,story,neutral,情節,36,36,36,1,6,71,true,,劉泌設宴時引見甥寇封；劉備愛其器宇，收為義子，改名劉封，令拜關羽、張飛為叔。
event:c036:event_liu_bei_seeks_zhuge,劉備備禮請孔明,event,主幹情節,story,neutral,情節,36,36,36,1,5,67,true,,劉備聽徐庶推薦後醒悟水鏡之言，帶厚幣與關羽、張飛前往南陽請孔明。
event:c036:battle_bamen,破八門金鎖陣之戰,event,主幹情節,story,neutral,情節,36,36,36,1,8,59,true,,曹仁布八門金鎖陣，單福識破後令趙雲突入；劉備麾軍衝擊，曹兵大敗。
event:c036:battle_night_raid,曹仁夜劫寨敗退,event,主幹情節,story,neutral,情節,36,36,36,1,8,58,true,,曹仁二更劫寨，被單福預先分撥應對；趙雲追殺，張飛河邊截擊，李典護曹仁渡河。
event:c036:event_xu_shu_departure,徐庶別劉備歸許昌,event,主幹情節,story,neutral,情節,36,36,36,1,7,55,true,,徐庶因母被囚而辭劉備；孫乾勸留，劉備以仁義拒絕，在長亭餞行。
event:c036:battle_fancheng,襲取樊城,event,主幹情節,story,neutral,情節,36,36,36,1,5,50,true,,曹仁敗退回樊城時，關羽已率軍奪城；曹仁驚走，劉備大獲全勝並入城安民。
event:c036:event_xu_shu_recommends_zhuge,徐庶走馬薦諸葛,event,主幹情節,story,neutral,情節,36,36,36,1,5,49,true,,徐庶臨別回馬，向劉備推薦襄陽城外隆中的諸葛亮，並解釋伏龍、鳳雛之說。
event:c036:event_cao_ren_attacks_xinye,曹仁起兵攻新野,event,主幹情節,story,neutral,情節,36,36,36,1,7,37,true,,曹仁因前敗怒起本部之兵，星夜渡河攻向新野；單福預判其行動，請劉備出軍迎敵。
event:c037:event_cui_zhouping_discourse,劉備遇崔州平論治亂,event,主幹情節,story,neutral,情節,37,37,37,1,6,70,true,,劉備返途中遇崔州平，詢問孔明並求教；崔州平以治亂天命勸說，婉拒同往新野。
event:c037:event_second_visit,劉備雪中二訪臥龍莊,event,主幹情節,story,neutral,情節,37,37,37,1,5,68,true,,劉備聞孔明已回，冒雪再訪；途中遇村店對飲者，廣元等婉拒治國之問，劉備再到臥龍莊。
event:c037:event_first_visit,劉備初訪臥龍岡,event,主幹情節,story,neutral,情節,37,37,37,1,5,67,true,,劉備與關羽、張飛到隆中求見孔明，農夫指示臥龍岡，童子告知先生外出，劉備不遇而返。
event:c037:event_prepare_third_visit,劉備準備三訪孔明,event,主幹情節,story,neutral,情節,37,37,37,1,5,67,true,,劉備回新野後至早春，令卜者選吉期，齋戒薰沐後準備再往臥龍岡謁孔明；關羽、張飛不悅入諫。
event:c037:event_xumu_suicide,徐母責子自縊,event,主幹情節,story,neutral,情節,37,37,37,1,5,50,true,,徐母斥責徐庶因偽書棄劉備赴曹，稱其棄明投暗，隨後自縊身亡。
event:c037:event_sima_recommends,司馬徽再薦孔明,event,主幹情節,story,neutral,情節,37,37,37,1,4,47,true,,司馬徽到新野見劉備，談徐庶與徐母，並盛讚孔明才不可量，可比薑子牙、張子房。
event:c037:event_xushu_xuchang,徐庶赴許昌,event,主幹情節,story,neutral,情節,37,37,37,1,6,35,true,,徐庶趕到許昌，曹操命荀彧、程昱等迎接，徐庶入相府拜見曹操，隨後見母。
event:c037:event_xuanwuchi_navy,曹操建玄武池練水軍,event,主幹情節,story,neutral,情節,37,37,37,1,5,31,false,,曹操欲南征，荀彧諫天寒暫緩；曹操採納後引漳河水作玄武池，在池中教練水軍。
event:c038:c038_event_longzhong_strategy,隆中決策,event,主幹情節,story,neutral,情節,38,38,38,1,5,91,true,,孔明向劉備分析曹操、孫權形勢，提出取荊州、西川，外結孫權、內修政理，以成鼎足之勢。
event:c038:c038_event_sangu_chushan,三顧出山,event,主幹情節,story,neutral,情節,38,38,38,1,6,82,true,,劉備第三次往隆中拜訪孔明，恭候其醒後相談，孔明受三顧之恩，答應出山，同歸新野。
event:c038:c038_event_hostage_request,曹操命孫權遣子入朝,event,主幹情節,story,neutral,情節,38,38,38,1,6,71,true,,曹操破袁紹後命孫權遣子入朝，張昭憂其興兵，周瑜則反對質於人。
event:c038:c038_battle_miankou_xiakou,沔口攻夏口之戰,event,主幹情節,story,neutral,情節,38,38,38,1,11,49,true,,黃祖令蘇飛為大將、陳就與鄧龍為先鋒，以艨艟大索截沔口。甘寧率小船精兵斷索殺鄧龍，呂蒙燒船殺陳就，潘璋擒蘇飛，孫權催三軍攻夏口。
event:c038:c038_event_probe_jiangdong,遣人探聽江東,event,主幹情節,story,neutral,情節,38,38,38,1,5,48,true,,孔明判斷曹操練水軍將侵江南，劉備依其言派人過江探聽江東虛實。
